Marinade For Beef Kabobs Recipe,"[""2 tbsp. butter"", ""1 med. onion"", ""6 lg. garlic cloves""]","[""Saute/fry onion and garlic cloves in the butter and let cold."", ""Mix together:""]","[""butter"", ""onion"", ""garlic""]"
Easy Stir And Bake Low Calorie Muffins Recipe,"[""1 c. self-rising flour"", ""1 egg, unbeaten"", ""3 tbsp. diet butter, room temperature"", ""1/2 c. skim lowfat milk""]","[""Stir together and bake at 350 degrees for 45 min.""]","[""flour"", ""egg"", ""butter"", ""milk""]"
Ladybirds Garlic Bread .,"[""1 long french bread stick ."", ""30 grams butter - roughly ."", ""2 tbsp minced garlic .""]","[""Preheat oven to 180C / 350F ."", ""Take the long French bread stick , and using a sharp knife , slice , roughly , 2cm slits into the bread stick , making sure you don't cut all when way through to the bottom ."", ""Now using the butter , slice the butter and add the slices into the slits of the bread stick , on each side ."", ""Take the minced garlic and using a round flat tip butter knife , spread some of the garlic between the butter slices in the long bread stick , and push together to close it all up ."", ""Take a piece of foil , longer than the bread stick , and place the bread stick onto the middle of the foil and wrap the foil up and around the prepared bread stick to seal it all up ."", ""Now place prepared bread stick into Preheated oven and cook for 20 minutes , after the 20 minutes , open the top of the foil around the bread stick , and bake for a further 8-10 minutes , until lightly crisped ."", ""Remove from heat ."", ""Once cooked , place on serving platter and serve hot , enjoy ."", "":-) .""]","[""bread"", ""butter"", ""garlic""]"
Homemade Ricotta Cheese,"[""12 cups milk (whole milk or skim milk)"", ""12 lemon, juice of"", ""1 cup yogurt""]","[""Pour the milk in a large bowl."", ""Add lemon juice."", ""Cover and refrigerate at least 36 hours."", ""Pour milk into a large pot with a thick bottom (not an aluminum pot)."", ""Add at least 1 cup yogurt."", ""Mix well and bring to a boil."", ""Allow to simmer 1 minute."", ""To drain, line a large sieve with a double thickness of cheesecloth."", ""Pour in the milk and form a sort of bag which you will now hang for at least 1 hour."", ""For a drier ricotta, allow to drain for 2-3 hours, or more.""]","[""milk"", ""lemon"", ""yogurt""]"
Chicken Salad (Ww Core),"[""6 ounces cooked chicken breasts, diced"", ""138 g apples"", ""120 g grapes"", ""6 tablespoons fat-free mayonnaise""]","[""Mix all ingredients."", ""Serve.""]","[""chicken breasts"", ""apples"", ""grapes"", ""mayonnaise""]"
Stuffed Cherry Tomatoes,"[""12 ounces cream cheese, softened (one 8 ounces, and one 3 ounces)"", ""2 tablespoons mayonnaise"", ""1 (1/2 ounce) package ranch dressing mix"", ""3 dozen cherry tomatoes""]","[""In a mixing bowl, blend cream cheese, mayonnaise and salad dressing mix until smooth."", ""slice a thin slice off tops of tomatoes and carefully remove insides; invert on paper towel to drain."", ""Fill with cream cheese mixture.""]","[""cream cheese"", ""mayonnaise"", ""tomatoes""]"
Bacon Potatoes Rosti,"[""300 grams potatoes"", ""50 grams bacon"", ""1 tbsp flour""]","[""Cut potatoes into julienne strips (you can also grate them if you prefer)"", ""Cover them in flour and mix so that starch can be absorbed"", ""Add bacon and season with salt and pepper"", ""Form small balls with this mixture, then press them 1cm thin"", ""Fry until rostis become golden/brownish""]","[""potatoes"", ""bacon"", ""flour""]"
Ashleys' Favorite Potato Skins,"[""1 lb bacon, cooked and crumbled"", ""3 tablespoons butter or 3 tablespoons margarine"", ""8 russet potatoes"", ""4 cups cheddar cheese"", ""1 teaspoon garlic powder""]","[""Bake 8 russet potatoes in a 450 degree oven for 45 minutes."", ""Pull out, slice in half, and cool 5-10 minutes."", ""Remove about 2/3 of the flesh of each potato half."", ""Microwave the butter and garlic powder for 30 seconds until the butter is melted."", ""Rub the potatoes with butter mixture, then add cheese, and top with the bacon."", ""Bake another 15 minutes or so until cheese is melted in a 400 degree oven."", ""Optional- Top with sour cream and green onions.""]","[""bacon"", ""butter"", ""potatoes"", ""cheddar cheese"", ""garlic""]"
Sara's Spinach Dip,"[""1 (8 ounce) package sour cream"", ""1 (8 ounce) package cream cheese"", ""1 package of powdered ranch dressing mix"", ""1 (8 ounce) package frozen chopped spinach"", ""2 cups shredded cheddar cheese"", ""2 cups shredded mozzarella cheese""]","[""Let cream cheese soften a little."", ""Allow spinach to thaw, and strain excess liquid."", ""In mixing bowl, combine sour cream, cream cheese, and the ranch mix."", ""Can use spoon to mix, but I prefer an electric hand mixer for better blending."", ""Blend until well distributed and smooth."", ""Add one cup of shredded cheddar, one cup of shredded mozzerella, and the spinach."", ""Blend again."", ""Pour mixture into baking dish."", ""Bake on 400 degrees for 20 minutes, then add some of the remaining cheeses on the top."", ""Bake for another 5 minutes."", ""Serve with tortilla chips, pita bread, or crackers.""]","[""sour cream"", ""cream cheese"", ""spinach"", ""cheddar cheese"", ""mozzarella cheese""]"
Minas Gerais Style Kale,"[""1/4 cup bacon drippings or rendered bacon fat"", ""1 medium onion, finely chopped"", ""3 cloves garlic, finely chopped"", ""1 lb. kale, washed, cut into 1/4-inch-wide strips""]","[""Heat bacon fat in large skillet on medium-high heat."", ""Add onions and garlic; cook 3 min., stirring frequently."", ""Reduce heat to medium."", ""Add kale, a handful at a time."", ""Cook and stir 5 min."", ""or until leaves just begin to wilt."", ""(Kale will be just tender.)""]","[""bacon"", ""onion"", ""garlic""]"
Cheddar Onion Bread,"[""1 loaf frozen bread dough (white or wheat)"", ""1 medium onion"", ""12-1 cup cheddar cheese (to your liking)""]","[""1) Leave a loaf of bread in fridge until it is workable--> I usually leave it in overnight it will expand."", ""2) Dice up onion."", ""Can be left in bigger chunks if desired depending on preference."", ""3) On a cutting board combined bread dough, onions, and a handful of cheese and cut until mixed."", ""4) Take the combined ingredients and place into a greased bread pan."", ""Any remaining pieces of cheese and onion can be placed on top."", ""Bake at 350 for 45 minutes.""]","[""bread"", ""onion"", ""cheddar cheese""]"
Chicken Or Turkey Croquettes Recipe,"[""4 tbsp. flour"", ""4 tbsp. butter"", ""1 c. lowfat milk""]","[""Make a white sauce of:""]","[""flour"", ""butter"", ""milk""]"
Guacamole Tortilla Dip Recipe,"[""2 (8 ounce.) softened cream cheese"", ""1/4 c. lowfat sour cream"", ""3 tbsp. mayonnaise or possibly salad dressing"", ""1/4 teaspoon garlic pwdr""]","[""Line flat dish with red lettuce leaves."", ""Spread cream cheese mix on; next spread refried bean mix on, then spread the avocado mix."", ""Top with shredded lettuce, 1 1/2 c. shredded cheddar cheese and 2 medium minced tomatoes, 1/2 c. minced black olives and serve with chips.""]","[""cream cheese"", ""sour cream"", ""mayonnaise"", ""garlic""]"
Cream Cheese Potatoes,"[""6 potatoes"", ""1 (8 ounce) package cream cheese (softened)"", ""12 cup butter (softened)"", ""1 dash milk""]","[""Boil potatoes and Drain."", ""Beat with mixer until smooth."", ""Add cream cheese, butter and milk."", ""Put in casserole dish with pats of additional butter on top."", ""Bake for 20-25 minutes at 300 to 350 degrees.""]","[""potatoes"", ""cream cheese"", ""butter"", ""milk""]"
Chicken Salad Wrap,"[""2 small chicken breasts"", ""2 soft tortillas"", ""2 12 ounces light cream cheese"", ""4 leaves iceberg lettuce"", ""4 -5 cherry tomatoes""]","[""Pop the chicken under a hot broiler for 7 minutes each side, until thoroughly cooked."", ""Spread the tortillas with cream cheese."", ""Slice the lettuce and tomatoes and place onto the cream cheese."", ""When cooled slightly, slice and place your grilled chicken on the top and season to taste."", ""Roll up the tortillas and enjoy.""]","[""chicken breasts"", ""tortillas"", ""cream cheese"", ""tomatoes""]"
Spanish Rice - Salsa Good!,"[""1 cup rice"", ""1 (16 -20 ounce) jar salsa"", ""1 12 cups chicken broth"", ""1 tablespoon butter""]","[""Combine all in a microwave safe bowl and cook for 15 mintues."", ""Or use that instant rice, combine all & follow directions on the box.""]","[""rice"", ""salsa"", ""chicken broth"", ""butter""]"
Pecan Tassies From Granny Recipe,"[""1 stick butter"", ""1 (3 ounce.) pkg. cream cheese"", ""1 c. flour""]","[""Blend above ingredients and chill."", ""Shape into tiny muffin tins.""]","[""butter"", ""cream cheese"", ""flour""]"
Cheesy Chicken Stuffing Bake,"[""4 cups prepared stuffing"", ""4 boneless skinless chicken breasts"", ""3 tablespoons butter"", ""14 cup flour"", ""1 cup chicken broth"", ""1 cup evaporated milk"", ""34 cup shredded cheddar cheese""]","[""Preheat oven to 350 degrees F."", ""cut chicken into bite sized pieces and saute and brown in hot skillet with a little bit of oil or butter."", ""Meanwhile put prepared stuffing in bottom of casserole dish."", ""When chicken is done, top stuffing with chicken."", ""In same pan chicken was cooked in melt 3 tbsp of butter, add flour to make a roux."", ""Add chicken broth and evaporated milk stirring constantly until thickened."", ""Remove from heat and stir in cheese (you can add more cheese or take away depending on personal preference)."", ""Pour cheese mixture over chicken and stuffing."", ""Heat in oven for 20 minutes."", ""Enjoy!"", ""Note: you can use lower fat cheese and it works fine."", ""You can also leave your chicken breasts whole and saute longer, but I like it more when its bite sized pieces.""]","[""chicken breasts"", ""butter"", ""flour"", ""chicken broth"", ""milk"", ""cheddar cheese""]"
Mum's Fab Chicken Pie,"[""2 pie crusts"", ""3 large chicken breasts"", ""8 ounces mushrooms"", ""14 pint milk"", ""1 ounce butter"", ""1 ounce flour"", ""1 small onion, chopped""]","[""Sautee onion until soft but not brown."", ""Add chicken and saute lightly."", ""Set to one side."", ""For sauce, melt butter, add flour, stir in milk."", ""Allow to thicken."", ""Place chicken mix and sauce into pie shell."", ""Top with sliced mushrooms."", ""Cover with the other pastry."", ""Bake at 390F for approx 30-45 min until top is a little brown.""]","[""chicken breasts"", ""mushrooms"", ""milk"", ""butter"", ""flour"", ""onion""]"
Taco Salad Dressing,"[""1 cup mayonnaise"", ""1 cup sour cream"", ""1 cup salsa (I like medium)"", ""1 cup ketchup""]","[""Mix all ingredients together."", ""Add to regular salad, but for a more realistic taco taste, crumble corn chips on top of the salad before mixing the dressing through.""]","[""mayonnaise"", ""sour cream"", ""salsa"", ""ketchup""]"
Versatile Biscuits,"[""1 cup self rising flour"", ""12 cup butter"", ""4 ounces sour cream""]","[""Melt butter."", ""Mix butter, flour, and sour cream well."", ""Add in your mix-ins."", ""Scoop out biscuits onto a baking pan lined with parchment paper or into lined muffin cups."", ""No one size is right - biscuits can be bite sized or bigger!"", ""Bake at 350 for 20 minute.""]","[""flour"", ""butter"", ""sour cream""]"
Pecan Tassies Recipe,"[""6 ounce. pkg. cream cheese"", ""1 c. butter"", ""2 c. sifted all purpose flour""]","[""Cream softened cheese and butter together."", ""Blend in flour."", ""Refrigeratedough at least 1 hour."", ""Cream 2 Tbsp."", ""butter and brown sugar together."", ""Add in salt, vanilla and 2 Large eggs; beat well."", ""To create cookies, make 48 balls of chilled dough and spread in small greased muffin tins."", ""Sprinkle each cookies with a few minced pecans; place 1 tsp."", ""of filling on each, then sprinkle with a few more pecans."", ""Bake at 350 degrees for 12 to 15 min."", ""Remove for tins immediately.""]","[""cream cheese"", ""butter"", ""flour""]"
Butteries,"[""2 cups self-rising flour"", ""1 cup butter, melted"", ""8 ounces sour cream""]","[""Combine all of the listed ingredients."", ""Use small or large cup muffin tins,ungreased."", ""Fill to top of each muffin cup."", ""Bake at 350 degrees for 25 min."", ""(Don't worry,they won't look done,but it's o. k. thats how they're supposed to look).""]","[""flour"", ""butter"", ""sour cream""]"
Cheddar Biscuit Cups,"[""1 cup self-rising flour"", ""12 cup shredded cheddar cheese"", ""12 cup milk"", ""2 tablespoons mayonnaise""]","[""Set oven to 425 degrees."", ""Prepare muffin cups."", ""In a small bowl, combine the flour."", ""and cheese."", ""Stir in the milk and the mayo, just until moistened."", ""Fill five greased muffin cups two-thirds full."", ""Fill the empty muffin cups halfway with cold water."", ""Bake for 17-20 minutes, or until golden brown."", ""Note: As a substitute for 1 cup of self-rising flour, place 1-1/2 tsp baking powder and 1/2 tsp salt in a measuring cup."", ""Add flour to measure 1 cup.""]","[""flour"", ""cheddar cheese"", ""milk"", ""mayonnaise""]"
Say Cheesy Sunflower Centerpiece Directed by -- Tasty Dish--,"[""8 ounces cheddar cheese (orange)"", ""whole red seedless grapes (about 12 grapes)"", ""1 stalk celery & leaves, intact""]","[""^^SEE PHOTO^^ above for assembly guidance."", ""Sunflower: Slice the cheese into 1/4\"" thick triangles."", ""Petals: Arrange half of the cheese triangles on a large platter in a circle with the pointy ends facing out."", ""Repeat by placing the second set of triangles on top of the first row, overlapping the petals in between the bottom ones."", ""Place enough grapes to fill the center, cut side facing down."", ""*Warning* for young children: To avoid choking, you should slice the grapes in half or quarters."", ""Sunflower stem: Place the celery stalk at the bottom of the cheese circle.""]","[""cheddar cheese"", ""grapes"", ""celery""]"
Ranch Mashed Potatoes,"[""4 medium potatoes, peeled, cubed"", ""ranch dressing mix"", ""12 cup sour cream"", ""12 cup milk"", ""2 tablespoons butter, softened"", ""2 slices cooked bacon, crisp"", ""14 cup shredded onion""]","[""Put potatoes in water in a 3 quart saucepan."", ""Bring to a boil."", ""Reduce heat to low and simmer 20 minutes or until potatoes are very tender, drain."", ""Return potatoes to saucepan, mash."", ""Stir in remaining ingredients.""]","[""potatoes"", ""ranch dressing"", ""sour cream"", ""milk"", ""butter"", ""bacon"", ""onion""]"
